"specimen_no","specimen","year","CS","lnCS","src","CatalogNumber","DateCollected","RES_1","RES_2","RES_3","RES_4","RES_5","RES_6","RES_7","RES_8","RES_9","RES_10","RES_11","RES_12","RES_13","RES_14","RES_15","RES_16","RES_17","RES_18"
615,"'125391-22.JPG'",1982,3.58,1.27,"control",125391,1982-05-15,-0.005155586,0.006841932,-0.003067789,-0.012640544,-0.006921191,0.006682848,-0.006639155,-0.006005296,-0.000616614,-0.003213398,0.001486672,-0.001497111,0.00386088,-0.002061925,0.00302973,0.001942508,0.000641796,0.002413341
616,"'125391-23.JPG'",1982,3.88,1.36,"control",125391,1982-05-15,-0.002056742,0.012133585,-0.001430213,-0.001653106,-0.003205001,-0.000456203,-0.003489897,0.002812553,0.000996974,-0.000431656,-0.000752221,-0.000826864,0.001159532,-0.00241632,-0.000964267,-0.002751571,0.001963836,-0.000298442
617,"'125391-24.JPG'",1982,4.02,1.39,"control",125391,1982-05-15,-0.010233724,0.001110252,-0.007675052,-0.012899179,-0.001073975,-0.00082171,-0.009364842,-0.003510382,0.00469245,-0.001280136,0.000453059,-0.004457054,-0.001871863,-0.001078355,0.000548753,-0.00231721,0.000984597,0.00135681
618,"'125391-25.JPG'",1982,3.77,1.33,"control",125391,1982-05-15,-0.009287064,0.004203466,-0.002018682,-0.005453032,-0.004626089,-0.000648205,-0.011189448,0.004567018,0.003905676,-0.002414353,-0.000772923,0.003167974,0.001687717,-0.001896307,0.001792544,0.000300264,-0.00114925,0.000807132
619,"'125391-26.JPG'",1982,4.59,1.52,"control",125391,1982-05-15,-0.013695636,0.001542699,0.002914668,-0.006120496,-0.003184885,-0.004271984,-0.006291377,0.002855576,-0.000272969,-0.003894024,0.002269754,0.000614158,-0.001557088,-0.003402129,0.000815471,0.000174199,-0.001293987,0.002362977
620,"'125391-27.JPG'",1982,4.63,1.53,"control",125391,1982-05-15,-0.017013016,0.009244374,-0.004735362,-0.004428019,-0.003578351,-0.003638313,-0.003258189,0.001956133,0.007326887,-0.002732323,0.002915413,-1.81781e-05,0.000583044,-0.003048253,0.002691907,0.001165869,0.000597179,-0.000719615
621,"'125391-28.JPG'",1982,4.23,1.44,"control",125391,1982-05-15,-0.001164203,0.001216037,-0.01929391,-0.006135465,-0.003437388,0.005981804,0.003372988,0.004982851,0.005887647,0.002595243,-0.001533493,-0.002453018,0.001396711,-0.000612254,0.000148295,-0.001119214,-0.001802536,0.002057774
622,"'125391-29.JPG'",1982,3.62,1.29,"control",125391,1982-05-15,-0.004569896,0.011845481,0.003546355,0.003234761,0.009420514,-0.002221856,-0.002765973,0.003439047,0.000970399,-0.004449154,-7.08525e-05,-0.004563952,-0.001044616,-0.00147105,0.000880714,0.004277958,-0.001198115,0.000920157
623,"'125391-3.JPG'",1982,4.42,1.49,"control",125391,1982-05-15,-0.020039403,0.024517047,0.003909216,0.008134631,-0.001152936,-0.002691482,-0.004063429,0.001884748,0.005034351,0.007286463,0.002963221,-0.002159212,0.001065011,-0.00560997,0.001567545,-0.002324074,-0.00028604,-0.000180297
624,"'125391-30.JPG'",1982,3.55,1.27,"control",125391,1982-05-15,-0.005882239,0.010947992,-0.000919281,-0.000225334,0.000703925,0.010117844,-0.004322397,0.001435011,0.002408322,-0.005480801,-0.000131374,-0.001240106,-0.000130347,0.002330462,-0.002146423,-0.000826134,0.001581284,0.000899084
625,"'125391-31.JPG'",1982,4.39,1.48,"control",125391,1982-05-15,-0.022087811,0.013907645,-0.000620309,0.000340303,-0.002383384,0.002360458,5.96928e-05,-0.002979279,0.000135731,0.001486102,-0.000538144,0.003748252,0.001496233,-0.004841119,0.00028565,0.001200598,0.000729636,0.002022385
626,"'140936-1.JPG'",1985,4.4,1.48,"control",140936,1985-05-24,-0.014707103,0.006245702,-0.002158516,-0.002530138,0.004402316,0.000271333,-0.004263757,-0.003085952,-0.003802684,0.008053607,-0.007787449,0.001699016,0.004038203,-0.004938211,-0.00231411,0.000732007,-0.001167717,-0.000395135
627,"'140936-10.JPG'",1985,3.72,1.31,"control",140936,1985-05-24,0.00561481,0.004438332,-0.003374765,0.000900052,0.002449996,0.006482106,-0.006480227,-0.002069268,-0.004779707,-0.002559333,0.002464905,0.001005469,-0.001104431,0.00234716,0.00076188,-0.004497382,-0.000193691,-0.001107418
628,"'140936-11.JPG'",1985,3.25,1.18,"control",140936,1985-05-24,-0.002518047,0.005043844,-0.00924425,0.004926234,0.006152995,0.008989102,0.001020896,0.000799868,-0.005522355,0.004884777,0.00032525,0.001372738,-0.007111774,0.000137621,0.000346867,0.004069001,0.001996014,-0.000580112
629,"'140936-12.JPG'",1985,3.71,1.31,"control",140936,1985-05-24,-0.01887713,0.007787446,0.003084669,0.006553742,-0.002240005,0.005220483,-0.001902752,-0.004679975,0.003791124,-0.001182902,0.000579654,-0.001835119,-0.002927529,7.84004e-05,0.004745572,-0.000271354,0.001051337,0.000834146
630,"'140936-13.JPG'",1985,4.03,1.39,"control",140936,1985-05-24,-0.004771931,0.009881461,-0.009432109,-0.001731271,0.000643131,0.004159002,-0.000761449,-0.000949242,-0.000573005,-0.000704681,0.003519953,0.00125508,-0.001026058,0.00111724,-0.00207182,0.001183539,-0.000596601,-0.000651829
631,"'140936-14.JPG'",1985,3.32,1.2,"control",140936,1985-05-24,-0.021599989,0.010926512,-0.006562171,0.001884311,0.001844229,0.002339791,-0.003301676,-0.004871149,-0.00504421,0.003838068,-0.001047578,0.002757538,-0.00558364,-0.000195054,0.001499564,0.003645784,0.002217906,0.000177737
632,"'140936-15.JPG'",1985,3.86,1.35,"control",140936,1985-05-24,-0.007685952,0.009370448,0.007024068,0.011861139,0.002794279,0.006662584,0.005403421,0.005404328,0.000825004,0.000351207,0.005438842,-0.003936644,0.001089762,-0.001554096,-0.000660691,0.000891641,0.001007583,-0.00092686
633,"'140936-16.JPG'",1985,3.67,1.3,"control",140936,1985-05-24,-0.020040365,0.00729764,-0.000386933,-0.002706161,-0.003258945,0.004703976,-0.003140189,-0.005597334,-0.000551572,-0.002048359,-0.002365927,0.000944421,-0.0024961,-0.002619236,0.003141409,0.002643655,0.000239986,2.94429e-05
634,"'140936-17.JPG'",1985,3.79,1.33,"control",140936,1985-05-24,0.003823085,0.007109868,-0.000161532,-0.003401252,0.00853632,0.002633349,-0.007679987,0.002676603,0.005913132,-0.004665263,-0.00168126,-0.003290768,-0.001718183,0.000693686,0.001530972,0.002638455,0.001270598,0.001269945
635,"'140936-18.JPG'",1985,3.7,1.31,"control",140936,1985-05-24,-0.012279538,0.009579392,0.006111002,0.00363264,0.006432949,0.001088615,0.000271349,0.002587184,0.003320403,-0.003269401,9.38671e-05,0.000287215,0.001660279,-0.002800586,0.000932581,0.000584748,0.00231044,0.001067027
636,"'140936-19.JPG'",1985,3.48,1.25,"control",140936,1985-05-24,-0.016142512,0.015090079,-0.001607544,0.001578869,0.003175319,0.006225502,0.002310447,0.004986536,0.005001062,0.001250808,-0.002168533,-0.000661379,0.006959335,-0.000899893,-0.000861166,0.000658609,0.00120997,0.000791176
637,"'140936-2.JPG'",1985,3.81,1.34,"control",140936,1985-05-24,-0.017230939,0.003201269,-0.009833086,-0.005523957,0.004793078,0.001199071,-0.002104195,0.003278844,-0.002006674,0.00321746,-0.003386779,0.00474933,-0.002117084,0.000433848,0.000318259,0.00039151,0.002386781,2.38331e-05
638,"'140936-20.JPG'",1985,3.96,1.38,"control",140936,1985-05-24,-0.012622357,0.009536001,0.009939713,0.004439645,-0.000744501,0.001273983,-0.001690427,0.004358208,-0.001475762,-0.004403724,-0.000655728,-0.002905707,-0.000456947,-0.000155017,-0.001162686,0.001152631,-0.000498941,0.000937388
639,"'140936-21.JPG'",1985,3.86,1.35,"control",140936,1985-05-24,-0.016108679,-0.001771044,0.007744285,0.004495825,-0.00265844,0.009491549,0.003762494,-0.004129843,-0.003001763,0.001426641,-0.000647632,-0.001037043,0.000534006,-0.001031587,0.000741169,-0.000143168,0.001140905,0.001163666
640,"'140936-22.JPG'",1985,4.16,1.43,"control",140936,1985-05-24,-0.010405836,0.002525356,0.01010915,0.010455172,0.003431806,-0.000771305,-0.001021735,-0.003634176,-0.001246265,0.002363536,0.003431319,0.000641578,0.00182397,0.004003603,0.000958838,0.003332341,0.000156253,0.000373321
641,"'140936-23.JPG'",1985,3.94,1.37,"control",140936,1985-05-24,0.002060531,0.016077137,-0.015284007,-0.000143054,0.007616686,0.013801669,-0.001193319,0.002946334,-0.002720067,0.003941319,-0.004637333,0.000668776,0.002996934,0.004080753,-0.000243519,0.001030934,0.001085834,0.000667757
642,"'140936-24.JPG'",1985,3.43,1.23,"control",140936,1985-05-24,-0.009810052,0.004193895,0.000676355,0.007288271,-0.001214894,-0.006650591,0.003473203,0.005350877,0.004439956,-0.000896306,0.001506421,-0.00252159,0.001825689,0.004343424,-0.000104623,0.001493859,-0.000956213,-0.00036781
643,"'140936-25.JPG'",1985,3.78,1.33,"control",140936,1985-05-24,-0.002552098,0.009893723,-0.008411888,-0.002546035,0.005939027,0.012210998,0.003210089,1.26461e-05,0.003711571,0.002592483,0.003473341,-0.000483227,-0.001170353,0.0014971,0.000564089,0.001271048,0.001005742,0.00062181
644,"'140936-26.JPG'",1985,4.11,1.41,"control",140936,1985-05-24,-0.042381963,0.015018972,-0.002494492,-0.00048463,0.005840491,0.004051982,0.011178454,-0.002585912,0.003478588,0.00295109,-0.005652948,-0.006416311,-0.003550278,0.000834,9.63357e-05,0.003193688,0.002843787,0.000336721
645,"'140936-27.JPG'",1985,4.04,1.4,"control",140936,1985-05-24,-0.003877487,0.005275,-0.009412645,0.000643496,-0.000352138,0.003080813,-0.00831484,-0.004011531,-0.003021984,-0.006837624,-0.001653329,-0.00548909,-0.000394241,0.001992094,0.003719715,-0.001255198,0.000685559,0.000234857
646,"'140936-28.JPG'",1985,3.84,1.35,"control",140936,1985-05-24,-0.021093534,0.018349738,-0.002769006,-0.001167456,0.001716144,0.005065449,-0.000594328,-0.001299192,0.002859055,0.000879157,-0.00254392,-0.00180426,0.000273793,-0.001021949,0.0021145,0.004006705,0.000135499,-0.00071066
647,"'140936-29.JPG'",1985,3.9,1.36,"control",140936,1985-05-24,-0.014993271,0.000186117,0.013607837,-0.008291992,0.000846062,-0.002380624,0.004848599,0.0022826,-0.004089416,-0.004324248,-0.00021587,-0.000491126,-0.004671942,0.000149483,0.00052308,0.001138642,-0.00058283,0.000383821
648,"'140936-3.JPG'",1985,4.05,1.4,"control",140936,1985-05-24,-0.0168302,0.012838069,-0.010673665,0.000169091,0.007264328,0.006740837,-0.000298934,-0.00452332,-0.007413203,-0.001051635,-0.003745408,0.00242233,-0.002980973,0.000576068,1.14744e-05,0.001185109,0.001096194,-0.002051384
649,"'140936-30.JPG'",1985,4.04,1.4,"control",140936,1985-05-24,-0.009119931,0.015949365,0.002341763,0.00568446,-0.0021327,0.001995492,-0.002626044,-0.002666054,0.00633899,-0.004501012,0.00338326,-0.002810436,0.001891238,-0.004780892,-0.002158108,0.000542853,0.001146504,-0.001441427
650,"'140936-31.JPG'",1985,3.27,1.19,"control",140936,1985-05-24,-0.015968322,-0.000750118,0.002172032,-0.007766891,-0.006871542,0.000995542,0.000140724,0.00440998,0.001807281,1.96384e-05,0.003149401,0.001662157,0.001031503,-0.004925203,0.000416383,0.001784516,0.004356402,-0.000596757
651,"'145522-1.JPG'",1986,3.98,1.38,"control",145522,1986-05-20,-0.01938453,0.004817376,0.000963086,-0.004706151,0.000838406,0.003741009,0.003848084,0.001251885,0.003362403,0.001012968,0.000854729,-0.004275535,-0.000174361,0.003670484,0.000196253,-0.000988774,0.00048185,-0.000132425
652,"'145522-10.JPG'",1986,3.97,1.38,"control",145522,1986-05-20,-0.014478272,0.006389089,0.000852548,0.000712446,0.000989288,0.009768056,0.00879866,0.00445086,-0.001648991,0.000448362,0.00208777,-0.004864102,0.003331074,-0.002538302,0.003742442,0.000207278,-0.00068175,-0.001103163
653,"'145522-11.JPG'",1986,4.68,1.54,"control",145522,1986-05-20,-0.025536742,0.00515524,-0.006478132,-0.007234838,-0.001390761,0.001250796,0.004674841,-0.006640634,-0.003730456,-0.002321607,0.004449502,-0.006512728,-0.000968977,-0.001141353,-0.000300179,-0.00150287,-0.002843626,0.003223225
654,"'145522-12.JPG'",1986,4.13,1.42,"control",145522,1986-05-20,-0.017584598,-0.002409452,-0.003758375,-0.01088538,-0.000975274,0.002078689,0.007084346,0.003138892,0.002849642,-0.003643991,0.001858668,-0.00142935,-0.000696296,-0.001115361,0.001070082,6.31042e-05,0.000957055,0.001048075
655,"'145522-13.JPG'",1986,3.83,1.34,"control",145522,1986-05-20,-0.020674983,0.0046848,0.002306924,-0.003052776,-0.002112087,-0.006938983,0.006694817,-0.005880129,-0.000301442,-0.001134753,0.006526549,2.38862e-05,-0.001510613,-0.001427737,-0.002079488,-0.000597561,0.001042959,-0.001079202
656,"'145522-14.JPG'",1986,3.64,1.29,"control",145522,1986-05-20,-0.017675172,0.000722708,-0.011135448,0.003306786,0.003518016,-0.004199378,0.003342351,0.007525457,0.009456003,-0.006129024,0.001800243,-0.00179554,-0.000556287,0.002277273,-0.000816308,-0.001006684,-0.001490669,-0.001653725
657,"'145522-15.JPG'",1986,3.65,1.29,"control",145522,1986-05-20,-0.01652071,-0.005712907,-0.005525302,-0.009743317,-0.005887136,0.004994339,-0.000236859,0.004527675,0.001579461,-0.003229486,0.003526625,0.003471207,-0.007429558,1.61345e-05,-0.003401837,-0.001018637,-0.001581828,0.001577843
658,"'145522-16.JPG'",1986,3.9,1.36,"control",145522,1986-05-20,-0.017218098,0.001815744,-0.014238106,-0.005406297,-0.00130654,0.00122386,-0.008650701,0.002910887,-0.000903363,-0.00030364,-0.00076766,0.000716484,0.003205625,-0.003709603,-0.000931197,-0.000603893,0.001827592,0.000810051
659,"'145522-17.JPG'",1986,4.39,1.48,"control",145522,1986-05-20,-0.031539085,0.007655406,0.003977828,0.004063606,-0.003619308,0.002271732,0.003108382,0.002454989,-0.00383927,-0.002008445,-0.002525578,0.001641994,-0.000610981,0.001122358,-0.002459025,0.00099855,0.001070007,0.00031899
660,"'145522-18.JPG'",1986,3.76,1.32,"control",145522,1986-05-20,-0.024959571,0.004037855,-0.008829838,-0.001464276,0.003606885,-0.003745302,0.000949031,-0.001239674,-0.000738913,-0.004180995,0.005911654,0.002700832,0.001199835,-0.005257046,-0.002331074,0.001140825,0.001758299,1.73554e-05
661,"'145522-19.JPG'",1986,4.57,1.52,"control",145522,1986-05-20,-0.033451007,0.010857229,-0.011088262,-0.003816437,0.001482208,0.003158348,0.000897593,0.003467084,-0.009211915,0.000377293,0.007468173,0.003089783,-0.001000769,0.000935916,-0.001762623,0.004277601,-0.000202113,-0.003294397
662,"'145522-2.JPG'",1986,3.64,1.29,"control",145522,1986-05-20,-0.013614838,0.001801235,-0.003569083,-0.005077629,-0.000654874,0.013870678,-0.003456281,-0.00545307,0.005685632,0.00240425,-0.000110513,-0.002565537,0.003555046,-0.000555415,0.001939527,-1.2161e-05,-0.001704065,0.001386903
663,"'145522-20.JPG'",1986,4.05,1.4,"control",145522,1986-05-20,-0.03226132,0.011775341,-0.011388551,-0.000305971,-0.002680665,-0.000650973,0.003712656,-0.003447507,-0.002782655,-0.002789296,-0.002379454,-0.005702284,0.00179482,0.001905739,-0.003057261,-0.001069046,0.001988424,-0.000593186
664,"'145522-21.JPG'",1986,3.68,1.3,"control",145522,1986-05-20,-0.007437376,0.000173094,-0.006223402,-0.004130152,0.004083135,0.012827627,-0.003716901,-0.002788187,-0.000387989,0.007349522,0.008073112,-0.004886194,-0.001800442,-0.001411979,-0.001062738,-0.001079556,-0.00357855,-0.000923446
665,"'145522-22.JPG'",1986,4.04,1.4,"control",145522,1986-05-20,-0.021914388,-0.004900531,-0.009493427,-0.010737695,0.004006782,-0.004619967,0.002235249,0.002491421,0.005100933,-0.005117376,0.003398266,-0.006404772,-0.003703119,-0.000729534,0.001443132,-0.001518902,-0.002151093,0.001130018
666,"'145522-23.JPG'",1986,3.44,1.24,"control",145522,1986-05-20,-0.009958433,-0.002096295,-0.00240327,-0.000514645,0.001973073,0.0080035,0.003771498,-0.000679508,0.003909745,-0.00545441,0.002538251,-0.001818434,0.002391786,0.001523363,0.001459358,0.003023238,-5.90658e-05,-0.001246736
667,"'145522-24.JPG'",1986,4.25,1.45,"control",145522,1986-05-20,-0.024420487,0.014725308,-0.006169703,-0.005762326,0.005212767,0.000266812,0.001985508,-0.000501979,0.004833421,-0.008210546,-0.001459688,-0.001304667,-0.001622329,0.000992324,-0.002876386,0.000771379,-0.000251189,0.002870631
668,"'145522-25.JPG'",1986,4.15,1.42,"control",145522,1986-05-20,-0.023609607,0.00322043,-0.007786958,-0.005735783,0.000652576,-0.001186186,0.001448115,0.001610291,0.000575526,-0.004968267,0.003763613,-0.003584903,0.00076174,0.003333486,0.002682627,0.002249055,-0.002385439,0.00014485
669,"'145522-26.JPG'",1986,4.2,1.43,"control",145522,1986-05-20,-0.023989419,-0.000122778,-0.007300232,0.001066419,0.007747998,-0.003195389,-0.005826676,-5.1937e-06,0.001458261,0.001692268,0.003545924,-0.002599609,6.93582e-05,-0.000312557,-0.000680335,-0.000521039,0.001438434,-0.001814616
670,"'145522-27.JPG'",1986,3.87,1.35,"control",145522,1986-05-20,-0.020397979,-0.005175623,0.000637411,-0.001876496,-0.005426021,-0.004739376,0.004094383,0.006461055,-0.001640707,-0.004889483,0.003789282,-0.003058763,-0.004908533,-1.30079e-05,-0.000393085,3.00567e-05,0.002559462,1.01995e-05
671,"'145522-28.JPG'",1986,4.01,1.39,"control",145522,1986-05-20,-0.032549545,0.010729174,-0.005760924,-0.005875084,0.000165796,0.001589644,0.003584961,0.002520573,-0.001855475,-0.002816963,-0.004380509,0.004985005,-0.002465939,0.000498912,0.001901328,0.002428284,-0.002050978,-0.000191866
672,"'145522-29.JPG'",1986,3.56,1.27,"control",145522,1986-05-20,-0.024292713,-0.001039107,-0.009324889,-0.005094097,-0.006463399,-0.001393033,0.001113338,0.000676609,-0.002408534,0.000799571,0.00352988,0.003835818,0.001673679,-0.000443312,-0.000165015,-0.002190109,9.18508e-06,-0.003762223
673,"'145522-3.JPG'",1986,4.46,1.5,"control",145522,1986-05-20,-0.027396847,-0.001070229,-0.004906167,-0.006852168,0.001995521,-0.005364429,0.001842677,0.001675474,-0.00393415,-0.003022007,0.004525051,-0.000930757,-0.000160903,-0.003015401,-0.000319217,-0.003325014,-0.003451433,-0.000898575
674,"'145522-30.JPG'",1986,3.94,1.37,"control",145522,1986-05-20,-0.009035808,-0.00189065,-0.008592337,0.000486039,-0.002206173,0.005191422,0.003538073,0.006221995,-0.003980499,-0.00496279,0.006330721,0.00044521,0.003791312,0.001106368,0.001775285,0.0040165,-0.000936712,0.000380312
675,"'145522-31.JPG'",1986,4.57,1.52,"control",145522,1986-05-20,-0.020368086,-0.004712968,-0.007838282,-0.004456943,0.002752831,0.004643276,0.00038616,0.003367402,0.008298342,-0.002783989,-0.002709334,-0.007677754,0.007019326,-0.001809011,0.002891922,0.002220457,-0.000404395,0.001418691
676,"'151633-1.JPG'",1988,2.94,1.08,"control",151633,1988-04-09,-0.017691488,0.005854951,0.006748801,0.001174235,0.008028017,0.004699732,-0.008566185,0.002307693,0.004363537,-0.002256003,-0.000874325,-0.001536336,0.000119687,0.001783495,0.000325134,-0.003195594,-0.000696634,0.001233942
677,"'151633-10.JPG'",1988,3.36,1.21,"control",151633,1988-04-09,-0.007749826,0.000264927,0.015515654,-0.01295318,0.00114578,-0.003685329,-0.002750089,0.007779886,0.004667301,-0.002834939,-0.001109258,0.000874729,0.002175964,-0.000585821,0.00142402,-0.001332727,-0.000497304,-0.002357632
678,"'151633-11.JPG'",1988,3.33,1.2,"control",151633,1988-04-09,-0.019425177,-0.000347324,-0.002176579,-0.000252651,0.010174363,0.00568122,-0.003827077,0.005487266,-0.000826245,-0.002109419,-0.00074785,-0.000330746,-0.0029296,0.003494297,0.004658908,-0.000490054,-0.001302864,-0.001993868
679,"'151633-12.JPG'",1988,4.16,1.43,"control",151633,1988-04-09,-0.01110214,0.011211111,-0.000645548,-0.003172322,0.001726893,0.003742682,-0.005529309,-0.001118514,-0.006056095,8.26624e-05,-0.00351972,0.001389217,0.002880188,5.19123e-05,-0.00016204,-0.000632049,0.001265014,-0.001635847
680,"'151633-13.JPG'",1988,3.47,1.24,"control",151633,1988-04-09,-0.02116863,0.009284108,0.008262991,0.008742917,0.00600937,0.00846029,0.001615676,0.000842143,-0.003611963,0.00518993,0.003330791,-0.000247044,-0.001608753,-0.002036614,0.002900687,0.002227097,-0.001264983,0.000542142
681,"'151633-14.JPG'",1988,3.34,1.21,"control",151633,1988-04-09,-0.022204591,0.008283194,-0.00196062,-0.006233016,0.005923796,-0.001546931,-0.004633271,0.002996244,0.001750569,-8.99989e-05,-0.000779064,0.000774138,-0.00120311,0.006195286,-0.000546254,1.78037e-05,-0.001024291,0.001202643
682,"'151633-15.JPG'",1988,4.03,1.39,"control",151633,1988-04-09,-0.03195393,0.010978574,0.004489993,-0.002615649,0.005998602,-0.001038453,0.001009888,0.000534799,-0.001996146,-0.001422275,-0.003436164,0.001376849,0.002867997,-0.000663537,0.003237188,0.00183045,0.000837485,-0.003146352
683,"'151633-16.JPG'",1988,3.99,1.38,"control",151633,1988-04-09,-0.011538098,-0.003999032,-0.001057263,0.002617216,0.00532719,0.008236986,-0.003384692,0.004442656,0.002038629,-0.003704569,0.002414638,-0.000911947,0.000615467,-0.000313105,0.002125033,0.000401012,-0.001171365,-0.000469317
684,"'151633-17.JPG'",1988,3.53,1.26,"control",151633,1988-04-09,-0.002444979,0.013206562,0.013157,0.001945924,0.002541895,0.003884149,-0.00317862,-0.002000852,0.004363758,-0.000362056,0.006192207,0.00117715,-0.00175138,0.000240833,-0.001225089,-0.00096111,4.02323e-05,-0.001799808
685,"'151633-18.JPG'",1988,3.49,1.25,"control",151633,1988-04-09,-0.006465163,0.007657373,0.013123976,-0.000371693,0.003152119,0.003078186,-0.002071669,0.002691159,-0.002005832,-0.004539647,0.001377238,0.0030118,-0.001446889,0.007259517,0.00145187,0.000306976,-0.002413133,0.000152263
686,"'151633-19.JPG'",1988,3.98,1.38,"control",151633,1988-04-09,-0.011574541,0.004273863,0.019450428,-0.010911445,0.001962487,0.010249075,-0.004241272,-0.000235433,0.000681436,-0.001588259,0.010598986,-0.001638583,0.002024019,-0.002419201,-0.001519336,-0.001014133,0.002589891,0.00081061
687,"'151633-2.JPG'",1988,4.58,1.52,"control",151633,1988-04-09,-0.004834077,-0.002873788,-0.00100302,-0.000865161,0.004922526,0.006247832,-0.002802262,0.003206712,-0.003585941,-0.00182698,0.005653395,-0.000814632,0.001520111,0.000914305,0.003359453,-0.000987292,0.00130724,-0.001744981
688,"'151633-20.JPG'",1988,3.3,1.19,"control",151633,1988-04-09,-0.013642624,0.002793653,0.010988145,-0.008013691,0.005251349,-0.001375968,0.000228573,0.009515184,0.000150249,0.004056934,0.003556443,0.000628378,0.00177224,0.001992402,0.002222145,-0.000100455,0.000318112,0.000469435
689,"'151633-21.JPG'",1988,3.26,1.18,"control",151633,1988-04-09,-0.014340945,0.006505077,-0.003910704,-0.001212456,0.002411282,-0.001440797,-0.003017518,-0.003994743,-0.004056443,0.001808457,-0.003423661,-0.002377475,-0.002808322,-0.000449995,0.002371586,-0.002573543,-0.001054114,-0.000615134
690,"'151633-22.JPG'",1988,3.08,1.13,"control",151633,1988-04-09,-0.024599496,0.008922801,0.001449765,-0.007718335,-0.004676196,0.001490556,-0.004319123,0.000993284,0.000369466,-0.004567076,-0.002187184,0.007419296,-0.000563994,-0.003300152,0.00282625,0.001814276,-0.001689383,0.001622096
691,"'151633-23.JPG'",1988,3.06,1.12,"control",151633,1988-04-09,-0.016923107,0.016718854,0.001733298,0.005139328,0.004672086,-0.0028619,0.000389505,-0.002271807,0.000655671,0.000179701,-0.003318173,0.004687685,-0.000935604,0.001319649,0.000879352,-0.001859772,0.001145525,-0.000689728
692,"'151633-3.JPG'",1988,3.74,1.32,"control",151633,1988-04-09,-0.027013069,0.005234158,0.004426126,-0.000206305,-0.000785022,0.003669468,0.002659234,0.006484451,-0.004612149,0.003192155,-0.000350869,0.003617687,0.000425948,0.002215726,0.005157026,0.000674453,-0.004381445,0.000518462
693,"'151633-4.JPG'",1988,3.41,1.23,"control",151633,1988-04-09,-0.019772298,0.014282528,0.0073885,-0.002553225,0.002567255,0.000822215,-0.005032127,-0.002361437,0.002415116,0.002377617,0.000175345,0.000742568,0.002687294,0.000988263,0.003517373,-0.003459703,-0.000601393,0.000984595
694,"'151633-5.JPG'",1988,3.45,1.24,"control",151633,1988-04-09,-0.015062525,0.016048864,0.004820621,0.003022463,0.008071475,0.005615948,-0.001118453,0.004345757,-0.003786924,0.001715085,-0.001431043,-0.002154063,-0.000266761,-0.003573986,-0.000941445,-0.002823221,-3.63927e-05,-0.001896861
695,"'151633-6.JPG'",1988,4.13,1.42,"control",151633,1988-04-09,-0.00555729,-0.007255826,-0.000848554,-0.003830919,0.007116758,0.009797304,0.006751443,-0.00121779,0.00159754,0.001111146,0.004133528,-0.001263505,-0.001236893,-0.000808807,-0.000612142,9.55103e-05,-0.001317366,0.000574779
696,"'151633-7.JPG'",1988,3.98,1.38,"control",151633,1988-04-09,-0.031224035,0.014121911,0.001053494,-0.004276307,0.011023517,0.005453183,-0.006577612,-0.001375226,-0.00187516,0.003817093,0.005534591,-0.001507713,-0.003725092,-0.000100397,0.002940432,0.001301372,-0.001986299,0.001139955
697,"'151633-8.JPG'",1988,3.56,1.27,"control",151633,1988-04-09,-0.015419269,0.010930886,-0.006149085,-0.004803475,0.000741014,0.00867476,-0.004670765,-0.000154603,0.002066002,-0.001345326,-0.001117881,0.003794095,0.004655748,-0.001380045,0.000474905,-0.000851452,0.001210335,-0.000581302
698,"'151633-9.JPG'",1988,3.8,1.34,"control",151633,1988-04-09,-0.003140682,0.004851088,-0.005035228,-0.005207055,-0.000737302,0.007570044,0.001531614,0.005008791,-0.000301054,0.001569832,-0.001837207,0.000999835,0.004366301,0.003248064,0.003798614,-0.004380898,0.001142708,-0.00244958
699,"'153085-1.JPG'",1988,4.71,1.55,"control",153085,1988-08-02,-0.014136384,0.019174693,-0.003938068,0.009494236,0.010096551,0.005186701,0.004538735,0.00261962,-0.004903991,0.003147121,-0.001643886,-0.001740731,0.001172301,-0.000762316,-0.003605186,0.001996651,-6.84934e-05,7.55303e-05
700,"'153085-10.JPG'",1988,2.93,1.07,"control",153085,1988-08-02,-0.006560078,0.005728444,-0.000318231,-0.010113194,-0.000933903,0.003391753,-0.013220691,-0.004437788,-0.002824611,0.000836716,0.00193651,-0.002272595,0.000288106,0.002294897,-0.001474549,-0.001632676,0.002958817,-0.001092143
701,"'154401-1.JPG'",1989,4.67,1.54,"control",154401,1989-02-03,-0.010942615,0.009033024,-0.003732511,-0.000649318,0.005800218,-2.92286e-05,-0.001078054,0.003091912,-0.000555108,-0.003895157,0.005569721,-0.000848467,-0.000995207,0.001254184,-0.001808352,0.000858859,0.002265766,0.002715398
702,"'154401-2.JPG'",1989,3.37,1.21,"control",154401,1989-02-03,-0.011346457,0.011705246,0.001291343,0.001405449,0.0013777,0.000691146,0.006600257,0.003205289,0.006922431,-0.00033528,0.000576,-0.002218382,0.0022853,-0.000277954,-0.003379938,-0.000786014,-0.00018293,-0.002596319
703,"'154401-3.JPG'",1989,3.15,1.15,"control",154401,1989-02-03,-0.005173279,0.013177607,0.003560478,0.011581598,-0.000457187,0.001841388,-0.003000011,0.008458143,0.001598633,0.001743735,0.003512554,-0.004808095,0.001827703,0.004596456,0.000154503,0.001039404,0.000538811,0.000191121
